agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
USGS	14105700	00060	113459	11	1	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	11	2	1895	1895	1	1895	131000	1895	131000	131000					131000				
USGS	14105700	00060	113459	11	3	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	11	4	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	11	5	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	11	6	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	11	7	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	11	8	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	11	9	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	11	10	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	11	11	1895	1895	1	1895	147000	1895	147000	147000					147000				
USGS	14105700	00060	113459	11	12	1895	1895	1	1895	150000	1895	150000	150000					150000				
USGS	14105700	00060	113459	11	13	1895	1895	1	1895	149000	1895	149000	149000					149000				
USGS	14105700	00060	113459	11	14	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	11	15	1895	1895	1	1895	142000	1895	142000	142000					142000				
USGS	14105700	00060	113459	11	16	1895	1895	1	1895	137000	1895	137000	137000					137000				
USGS	14105700	00060	113459	11	17	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	11	18	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	11	19	1895	1895	1	1895	129000	1895	129000	129000					129000				
USGS	14105700	00060	113459	11	20	1895	1895	1	1895	131000	1895	131000	131000					131000				
USGS	14105700	00060	113459	11	21	1895	1895	1	1895	129000	1895	129000	129000					129000				
USGS	14105700	00060	113459	11	22	1895	1895	1	1895	129000	1895	129000	129000					129000				
USGS	14105700	00060	113459	11	23	1895	1895	1	1895	129000	1895	129000	129000					129000				
USGS	14105700	00060	113459	11	24	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	11	25	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	11	26	1895	1895	1	1895	137000	1895	137000	137000					137000				
USGS	14105700	00060	113459	11	27	1895	1895	1	1895	134000	1895	134000	134000					134000				
USGS	14105700	00060	113459	11	28	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	11	29	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	11	30	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	12	1	1895	1895	1	1895	140000	1895	140000	140000					140000				
USGS	14105700	00060	113459	12	2	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	12	3	1895	1895	1	1895	137000	1895	137000	137000					137000				
USGS	14105700	00060	113459	12	4	1895	1895	1	1895	134000	1895	134000	134000					134000				
USGS	14105700	00060	113459	12	5	1895	1895	1	1895	131000	1895	131000	131000					131000				
USGS	14105700	00060	113459	12	6	1895	1895	1	1895	125000	1895	125000	125000					125000				
USGS	14105700	00060	113459	12	7	1895	1895	1	1895	125000	1895	125000	125000					125000				
USGS	14105700	00060	113459	12	8	1895	1895	1	1895	123000	1895	123000	123000					123000				
USGS	14105700	00060	113459	12	9	1895	1895	1	1895	123000	1895	123000	123000					123000				
USGS	14105700	00060	113459	12	10	1895	1895	1	1895	125000	1895	125000	125000					125000				
USGS	14105700	00060	113459	12	11	1895	1895	1	1895	123000	1895	123000	123000					123000				
USGS	14105700	00060	113459	12	12	1895	1895	1	1895	123000	1895	123000	123000					123000				
USGS	14105700	00060	113459	12	13	1895	1895	1	1895	125000	1895	125000	125000					125000				
USGS	14105700	00060	113459	12	14	1895	1895	1	1895	116000	1895	116000	116000					116000				
USGS	14105700	00060	113459	12	15	1895	1895	1	1895	116000	1895	116000	116000					116000				
USGS	14105700	00060	113459	12	16	1895	1895	1	1895	115000	1895	115000	115000					115000				
USGS	14105700	00060	113459	12	17	1895	1895	1	1895	112000	1895	112000	112000					112000				
USGS	14105700	00060	113459	12	18	1895	1895	1	1895	109000	1895	109000	109000					109000				
USGS	14105700	00060	113459	12	19	1895	1895	1	1895	108000	1895	108000	108000					108000				
USGS	14105700	00060	113459	12	20	1895	1895	1	1895	106000	1895	106000	106000					106000				
USGS	14105700	00060	113459	12	21	1895	1895	1	1895	103000	1895	103000	103000					103000				
USGS	14105700	00060	113459	12	22	1895	1895	1	1895	103000	1895	103000	103000					103000				
USGS	14105700	00060	113459	12	23	1895	1895	1	1895	102000	1895	102000	102000					102000				
USGS	14105700	00060	113459	12	24	1895	1895	1	1895	103000	1895	103000	103000					103000				
USGS	14105700	00060	113459	12	25	1895	1895	1	1895	103000	1895	103000	103000					103000				
USGS	14105700	00060	113459	12	26	1895	1895	1	1895	102000	1895	102000	102000					102000				
USGS	14105700	00060	113459	12	27	1895	1895	1	1895	99300	1895	99300	99300					99300				
USGS	14105700	00060	113459	12	28	1895	1895	1	1895	99300	1895	99300	99300					99300				
USGS	14105700	00060	113459	12	29	1895	1895	1	1895	96700	1895	96700	96700					96700				
USGS	14105700	00060	113459	12	30	1895	1895	1	1895	88000	1895	88000	88000					88000				
USGS	14105700	00060	113459	12	31	1895	1895	1	1895	90400	1895	90400	90400					90400				
